date,Temperature,GHR,Pyranometer,Temperature probe,Sun azimuth,Clearness index,Month,Hour,Power
201808201330,954,143,29.299999,0.9,-0.553877215125711,0.873528480099458,-0.5,-1,13.26351
201808201345,904,159,29.4,1.5,-0.490498604933112,0.857088866811134,-0.5,-1,13.13033
201808201400,862,148,29.4,1.1,-0.430682773574725,0.850455621326693,-0.5,-4.28626379701574e-16,12.46947
201808201415,870,163,29.1,4.5,-0.374320413297687,0.897997645842429,-0.5,-4.28626379701574e-16,11.84902
201808201430,803,167,29.6,1.8,-0.321152418309553,0.872192880028988,-0.5,-4.28626379701574e-16,11.46511
201808201445,803,170,29.5,3.1,-0.27085312378303,0.923712947709068,-0.5,-4.28626379701574e-16,11.04805
201808201500,762,184,29.799999,1.5,-0.223078142806591,0.934979475087514,-0.5,1,10.07631
201808201515,694,170,29.4,3.7,-0.177490169135574,0.915662976536231,-0.5,1,9.913386
201808201530,638,154,29.5,1.3,-0.133771642093086,0.913580975243029,-0.5,1,9.072865
201808201545,593,143,29.200001,2.3,-0.0916298675731244,0.931604634937786,-0.5,1,8.437295
201808201600,237,134,29.299999,1.6,-0.0507979900186693,0.413799379827789,-0.5,5.51091059616309e-16,7.33883
201808201615,457,152,29.299999,1.4,-0.0110338248229464,0.900955229160653,-0.5,5.51091059616309e-16,6.770169
201808201630,420,157,28.4,2.3,0.027882283132951,0.953871733917283,-0.5,5.51091059616309e-16,5.751662
201808201645,119,82,28.799999,1.7,0.0661499104036676,0.319684618938438,-0.5,5.51091059616309e-16,1.801064
201808201700,299,155,28.1,0.8,0.103950942108324,0.98574441618403,-0.5,-1,4.889089
201808201715,184,99,28.4,2.3,0.141451685988525,0.786821249297576,-0.5,-1,3.087101
201808201730,180,103,28.5,0.6,0.178804591368451,1.09673094076654,-0.5,-1,2.885386
201808201745,93,54,28,1.3,0.216149491906476,0.984774699974044,-0.5,-1,1.396247
201808201800,81,55,27.6,0.4,0.25361430339734,3.22814200931959,-0.5,-2.44991257893129e-15,1.345732
201808201815,83,55,27.5,0.9,0.291315101939493,-1.90292500495854,-0.5,-2.44991257893129e-15,1.325295
201808210730,141,38,24,0.3,-0.150332581332629,0.197529039556514,-0.5,1,3.109732
201808210745,210,55,24.6,0.5,-0.194761977140004,0.271796473237088,-0.5,1,4.25242
201808210800,232,51,24.9,1.6,-0.241151722555969,0.279895197766667,-0.5,6.12323399573677e-17,4.101567
201808210815,204,58,25.4,0.7,-0.289820745357193,0.231210725874376,-0.5,6.12323399573677e-17,5.432462
201808210830,333,55,26.5,1.2,-0.341102236131748,0.35702845202523,-0.5,6.12323399573677e-17,6.442771
201808210845,422,67,28.299999,0.2,-0.395326742375849,0.430688794030154,-0.5,6.12323399573677e-17,7.809229
201808210900,516,99,29.299999,0,-0.452789643834727,0.504156881179804,-0.5,-1,9.212982
201808210915,531,160,29.299999,1,-0.513693054157164,0.499291604431073,-0.5,-1,8.85464
201808210930,659,194,28.700001,2.4,-0.578047802967398,0.599253493956914,-0.5,-1,9.514516
201808210945,686,100,28.200001,2.2,-0.64551744135589,0.606049935497614,-0.5,-1,11.45512
201808211000,751,166,29,1.7,-0.71518808160269,0.647400656674412,-0.5,-1.83697019872103e-16,11.59414
201808211015,605,117,28.6,1.9,-0.785266629026868,0.511026490445059,-0.5,-1.83697019872103e-16,11.85024
201808211030,842,86,29.1,1.2,-0.852764425722781,0.699671601648826,-0.5,-1.83697019872103e-16,12.6963
201808211045,742,127,29,3.3,-0.913327916178993,0.608930576266021,-0.5,-1.83697019872103e-16,10.50595
201808211100,733,109,28.9,4.1,-0.961498646005428,0.596346780371061,-0.5,1,11.97846
201808211115,894,87,29.4,2.6,-0.991675599863744,0.723746850372712,-0.5,1,13.22841
201808211130,868,157,29.4,3.3,-0.999705215549714,0.701829779397091,-0.5,1,11.70134
201808211145,650,272,28.9,0.4,-0.984403210007689,0.526857794467177,-0.5,1,10.34557
201808211200,393,252,28.9,0.3,-0.94803685790587,0.320518486284013,-0.5,3.06161699786838e-16,6.537856
201808211215,1096,216,28.9,0.6,-0.895417101557961,0.902781456893765,-0.5,3.06161699786838e-16,16.12431
201808211230,323,219,29.6,1.1,-0.832245757773657,0.269741315705951,-0.5,3.06161699786838e-16,5.366359
201808211245,1070,217,29.1,1.7,-0.763685852915645,0.90950644666585,-0.5,3.06161699786838e-16,15.32703
201808211300,939,214,29.1,2.1,-0.693645850459546,0.81569081397545,-0.5,-1,14.22071
201808211315,744,193,29.299999,4.2,-0.624694899412033,0.663291203555225,-0.5,-1,10.67348
201808211330,910,165,29.4,0.6,-0.558305284582676,0.836311199382887,-0.5,-1,13.03565
201808211345,939,286,29.9,1.7,-0.495175044799396,0.893764573934926,-0.5,-1,13.04459
201808211400,462,269,29.4,4.6,-0.435508583907599,0.457724281081596,-0.5,-4.28626379701574e-16,7.217246
